,Survived,Age,Fare,TravelAlone,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Sex_male
446,1,13.0,19.5,0,0,1,0,0,0,1,0
447,1,34.0,26.55,1,1,0,0,0,0,1,1
448,1,5.0,19.2583,0,0,0,1,1,0,0,0
449,1,52.0,30.5,1,1,0,0,0,0,1,1
450,0,36.0,27.75,0,0,1,0,0,0,1,1
451,0,28.0,19.9667,0,0,0,1,0,0,1,1
452,0,30.0,27.75,1,1,0,0,1,0,0,1
453,1,49.0,89.1042,0,1,0,0,1,0,0,1
454,0,28.0,8.05,1,0,0,1,0,0,1,1
455,1,29.0,7.8958,1,0,0,1,1,0,0,1
456,0,65.0,26.55,1,1,0,0,0,0,1,1
457,1,28.0,51.8625,0,1,0,0,0,0,1,0
458,1,50.0,10.5,1,0,1,0,0,0,1,0
459,0,28.0,7.75,1,0,0,1,0,1,0,1
460,1,48.0,26.55,1,1,0,0,0,0,1,1
461,0,34.0,8.05,1,0,0,1,0,0,1,1
462,0,47.0,38.5,1,1,0,0,0,0,1,1
463,0,48.0,13.0,1,0,1,0,0,0,1,1
464,0,28.0,8.05,1,0,0,1,0,0,1,1
465,0,38.0,7.05,1,0,0,1,0,0,1,1
466,0,28.0,0.0,1,0,1,0,0,0,1,1
467,0,56.0,26.55,1,1,0,0,0,0,1,1
468,0,28.0,7.725,1,0,0,1,0,1,0,1
469,1,0.75,19.2583,0,0,0,1,1,0,0,0
470,0,28.0,7.25,1,0,0,1,0,0,1,1
471,0,38.0,8.6625,1,0,0,1,0,0,1,1
472,1,33.0,27.75,0,0,1,0,0,0,1,0
473,1,23.0,13.7917,1,0,1,0,1,0,0,0
474,0,22.0,9.8375,1,0,0,1,0,0,1,0
475,0,28.0,52.0,1,1,0,0,0,0,1,1
476,0,34.0,21.0,0,0,1,0,0,0,1,1
477,0,29.0,7.0458,0,0,0,1,0,0,1,1
478,0,22.0,7.5208,1,0,0,1,0,0,1,1
479,1,2.0,12.2875,0,0,0,1,0,0,1,0
480,0,9.0,46.9,0,0,0,1,0,0,1,1
481,0,28.0,0.0,1,0,1,0,0,0,1,1
482,0,50.0,8.05,1,0,0,1,0,0,1,1
483,1,63.0,9.5875,1,0,0,1,0,0,1,0
484,1,25.0,91.0792,0,1,0,0,1,0,0,1
485,0,28.0,25.4667,0,0,0,1,0,0,1,0
486,1,35.0,90.0,0,1,0,0,0,0,1,0
487,0,58.0,29.7,1,1,0,0,1,0,0,1
488,0,30.0,8.05,1,0,0,1,0,0,1,1
489,1,9.0,15.9,0,0,0,1,0,0,1,1
490,0,28.0,19.9667,0,0,0,1,0,0,1,1
491,0,21.0,7.25,1,0,0,1,0,0,1,1
492,0,55.0,30.5,1,1,0,0,0,0,1,1
493,0,71.0,49.5042,1,1,0,0,1,0,0,1
494,0,21.0,8.05,1,0,0,1,0,0,1,1
495,0,28.0,14.4583,1,0,0,1,1,0,0,1
496,1,54.0,78.2667,0,1,0,0,1,0,0,0
497,0,28.0,15.1,1,0,0,1,0,0,1,1
498,0,25.0,151.55,0,1,0,0,0,0,1,0
499,0,24.0,7.7958,1,0,0,1,0,0,1,1
500,0,17.0,8.6625,1,0,0,1,0,0,1,1
501,0,21.0,7.75,1,0,0,1,0,1,0,0
502,0,28.0,7.6292,1,0,0,1,0,1,0,0
503,0,37.0,9.5875,1,0,0,1,0,0,1,0
504,1,16.0,86.5,1,1,0,0,0,0,1,0
505,0,18.0,108.9,0,1,0,0,1,0,0,1
506,1,33.0,26.0,0,0,1,0,0,0,1,0
507,1,28.0,26.55,1,1,0,0,0,0,1,1
508,0,28.0,22.525,1,0,0,1,0,0,1,1
509,1,26.0,56.4958,1,0,0,1,0,0,1,1
510,1,29.0,7.75,1,0,0,1,0,1,0,1
511,0,28.0,8.05,1,0,0,1,0,0,1,1
512,1,36.0,26.2875,1,1,0,0,0,0,1,1
513,1,54.0,59.4,0,1,0,0,1,0,0,0
514,0,24.0,7.4958,1,0,0,1,0,0,1,1
515,0,47.0,34.0208,1,1,0,0,0,0,1,1
516,1,34.0,10.5,1,0,1,0,0,0,1,0
517,0,28.0,24.15,1,0,0,1,0,1,0,1
518,1,36.0,26.0,0,0,1,0,0,0,1,0
519,0,32.0,7.8958,1,0,0,1,0,0,1,1
520,1,30.0,93.5,1,1,0,0,0,0,1,0
521,0,22.0,7.8958,1,0,0,1,0,0,1,1
522,0,28.0,7.225,1,0,0,1,1,0,0,1
523,1,44.0,57.9792,0,1,0,0,1,0,0,0
524,0,28.0,7.2292,1,0,0,1,1,0,0,1
525,0,40.5,7.75,1,0,0,1,0,1,0,1
526,1,50.0,10.5,1,0,1,0,0,0,1,0
527,0,28.0,221.7792,1,1,0,0,0,0,1,1
528,0,39.0,7.925,1,0,0,1,0,0,1,1
529,0,23.0,11.5,0,0,1,0,0,0,1,1
530,1,2.0,26.0,0,0,1,0,0,0,1,0
531,0,28.0,7.2292,1,0,0,1,1,0,0,1
532,0,17.0,7.2292,0,0,0,1,1,0,0,1
533,1,28.0,22.3583,0,0,0,1,1,0,0,0
534,0,30.0,8.6625,1,0,0,1,0,0,1,0
535,1,7.0,26.25,0,0,1,0,0,0,1,0
536,0,45.0,26.55,1,1,0,0,0,0,1,1
537,1,30.0,106.425,1,1,0,0,1,0,0,0
538,0,28.0,14.5,1,0,0,1,0,0,1,1
539,1,22.0,49.5,0,1,0,0,1,0,0,0
540,1,36.0,71.0,0,1,0,0,0,0,1,0
541,0,9.0,31.275,0,0,0,1,0,0,1,0
542,0,11.0,31.275,0,0,0,1,0,0,1,0
543,1,32.0,26.0,0,0,1,0,0,0,1,1
544,0,50.0,106.425,0,1,0,0,1,0,0,1
545,0,64.0,26.0,1,1,0,0,0,0,1,1
546,1,19.0,26.0,0,0,1,0,0,0,1,0
547,1,28.0,13.8625,1,0,1,0,1,0,0,1
548,0,33.0,20.525,0,0,0,1,0,0,1,1
549,1,8.0,36.75,0,0,1,0,0,0,1,1
550,1,17.0,110.8833,0,1,0,0,1,0,0,1
551,0,27.0,26.0,1,0,1,0,0,0,1,1
552,0,28.0,7.8292,1,0,0,1,0,1,0,1
553,1,22.0,7.225,1,0,0,1,1,0,0,1
554,1,22.0,7.775,1,0,0,1,0,0,1,0
555,0,62.0,26.55,1,1,0,0,0,0,1,1
556,1,48.0,39.6,0,1,0,0,1,0,0,0
557,0,28.0,227.525,1,1,0,0,1,0,0,1
558,1,39.0,79.65,0,1,0,0,0,0,1,0
559,1,36.0,17.4,0,0,0,1,0,0,1,0
560,0,28.0,7.75,1,0,0,1,0,1,0,1
561,0,40.0,7.8958,1,0,0,1,0,0,1,1
562,0,28.0,13.5,1,0,1,0,0,0,1,1
563,0,28.0,8.05,1,0,0,1,0,0,1,1
564,0,28.0,8.05,1,0,0,1,0,0,1,0
565,0,24.0,24.15,0,0,0,1,0,0,1,1
566,0,19.0,7.8958,1,0,0,1,0,0,1,1
567,0,29.0,21.075,0,0,0,1,0,0,1,0
568,0,28.0,7.2292,1,0,0,1,1,0,0,1
569,1,32.0,7.8542,1,0,0,1,0,0,1,1
570,1,62.0,10.5,1,0,1,0,0,0,1,1
571,1,53.0,51.4792,0,1,0,0,0,0,1,0
572,1,36.0,26.3875,1,1,0,0,0,0,1,1
573,1,28.0,7.75,1,0,0,1,0,1,0,0
574,0,16.0,8.05,1,0,0,1,0,0,1,1
575,0,19.0,14.5,1,0,0,1,0,0,1,1
576,1,34.0,13.0,1,0,1,0,0,0,1,0
577,1,39.0,55.9,0,1,0,0,0,0,1,0
578,0,28.0,14.4583,0,0,0,1,1,0,0,0
579,1,32.0,7.925,1,0,0,1,0,0,1,1
580,1,25.0,30.0,0,0,1,0,0,0,1,0
581,1,39.0,110.8833,0,1,0,0,1,0,0,0
582,0,54.0,26.0,1,0,1,0,0,0,1,1
583,0,36.0,40.125,1,1,0,0,1,0,0,1
584,0,28.0,8.7125,1,0,0,1,1,0,0,1
585,1,18.0,79.65,0,1,0,0,0,0,1,0
586,0,47.0,15.0,1,0,1,0,0,0,1,1
587,1,60.0,79.2,0,1,0,0,1,0,0,1
588,0,22.0,8.05,1,0,0,1,0,0,1,1
589,0,28.0,8.05,1,0,0,1,0,0,1,1
590,0,35.0,7.125,1,0,0,1,0,0,1,1
591,1,52.0,78.2667,0,1,0,0,1,0,0,0
592,0,47.0,7.25,1,0,0,1,0,0,1,1
593,0,28.0,7.75,0,0,0,1,0,1,0,0
594,0,37.0,26.0,0,0,1,0,0,0,1,1
595,0,36.0,24.15,0,0,0,1,0,0,1,1
596,1,28.0,33.0,1,0,1,0,0,0,1,0
597,0,49.0,0.0,1,0,0,1,0,0,1,1
598,0,28.0,7.225,1,0,0,1,1,0,0,1
599,1,49.0,56.9292,0,1,0,0,1,0,0,1
600,1,24.0,27.0,0,0,1,0,0,0,1,0
601,0,28.0,7.8958,1,0,0,1,0,0,1,1
602,0,28.0,42.4,1,1,0,0,0,0,1,1
603,0,44.0,8.05,1,0,0,1,0,0,1,1
604,1,35.0,26.55,1,1,0,0,1,0,0,1
605,0,36.0,15.55,0,0,0,1,0,0,1,1
606,0,30.0,7.8958,1,0,0,1,0,0,1,1
607,1,27.0,30.5,1,1,0,0,0,0,1,1
608,1,22.0,41.5792,0,0,1,0,1,0,0,0
609,1,40.0,153.4625,1,1,0,0,0,0,1,0
610,0,39.0,31.275,0,0,0,1,0,0,1,0
611,0,28.0,7.05,1,0,0,1,0,0,1,1
612,1,28.0,15.5,0,0,0,1,0,1,0,0
613,0,28.0,7.75,1,0,0,1,0,1,0,1
614,0,35.0,8.05,1,0,0,1,0,0,1,1
615,1,24.0,65.0,0,0,1,0,0,0,1,0
616,0,34.0,14.4,0,0,0,1,0,0,1,1
617,0,26.0,16.1,0,0,0,1,0,0,1,0
618,1,4.0,39.0,0,0,1,0,0,0,1,0
619,0,26.0,10.5,1,0,1,0,0,0,1,1
620,0,27.0,14.4542,0,0,0,1,1,0,0,1
621,1,42.0,52.5542,0,1,0,0,0,0,1,1
622,1,20.0,15.7417,0,0,0,1,1,0,0,1
623,0,21.0,7.8542,1,0,0,1,0,0,1,1
624,0,21.0,16.1,1,0,0,1,0,0,1,1
625,0,61.0,32.3208,1,1,0,0,0,0,1,1
626,0,57.0,12.35,1,0,1,0,0,1,0,1
627,1,21.0,77.9583,1,1,0,0,0,0,1,0
628,0,26.0,7.8958,1,0,0,1,0,0,1,1
629,0,28.0,7.7333,1,0,0,1,0,1,0,1
630,1,80.0,30.0,1,1,0,0,0,0,1,1
631,0,51.0,7.0542,1,0,0,1,0,0,1,1
632,1,32.0,30.5,1,1,0,0,1,0,0,1
633,0,28.0,0.0,1,1,0,0,0,0,1,1
634,0,9.0,27.9,0,0,0,1,0,0,1,0
635,1,28.0,13.0,1,0,1,0,0,0,1,0
636,0,32.0,7.925,1,0,0,1,0,0,1,1
637,0,31.0,26.25,0,0,1,0,0,0,1,1
638,0,41.0,39.6875,0,0,0,1,0,0,1,0
639,0,28.0,16.1,0,0,0,1,0,0,1,1
640,0,20.0,7.8542,1,0,0,1,0,0,1,1
641,1,24.0,69.3,1,1,0,0,1,0,0,0
642,0,2.0,27.9,0,0,0,1,0,0,1,0
643,1,28.0,56.4958,1,0,0,1,0,0,1,1
644,1,0.75,19.2583,0,0,0,1,1,0,0,0
645,1,48.0,76.7292,0,1,0,0,1,0,0,1
646,0,19.0,7.8958,1,0,0,1,0,0,1,1
647,1,56.0,35.5,1,1,0,0,1,0,0,1
648,0,28.0,7.55,1,0,0,1,0,0,1,1
649,1,23.0,7.55,1,0,0,1,0,0,1,0
650,0,28.0,7.8958,1,0,0,1,0,0,1,1
651,1,18.0,23.0,0,0,1,0,0,0,1,0
652,0,21.0,8.4333,1,0,0,1,0,0,1,1
653,1,28.0,7.8292,1,0,0,1,0,1,0,0
654,0,18.0,6.75,1,0,0,1,0,1,0,0
655,0,24.0,73.5,0,0,1,0,0,0,1,1
656,0,28.0,7.8958,1,0,0,1,0,0,1,1
657,0,32.0,15.5,0,0,0,1,0,1,0,0
658,0,23.0,13.0,1,0,1,0,0,0,1,1
659,0,58.0,113.275,0,1,0,0,1,0,0,1
660,1,50.0,133.65,0,1,0,0,0,0,1,1
661,0,40.0,7.225,1,0,0,1,1,0,0,1
662,0,47.0,25.5875,1,1,0,0,0,0,1,1
663,0,36.0,7.4958,1,0,0,1,0,0,1,1
664,1,20.0,7.925,0,0,0,1,0,0,1,1
665,0,32.0,73.5,0,0,1,0,0,0,1,1
666,0,25.0,13.0,1,0,1,0,0,0,1,1
667,0,28.0,7.775,1,0,0,1,0,0,1,1
668,0,43.0,8.05,1,0,0,1,0,0,1,1
669,1,28.0,52.0,0,1,0,0,0,0,1,0
670,1,40.0,39.0,0,0,1,0,0,0,1,0
671,0,31.0,52.0,0,1,0,0,0,0,1,1
672,0,70.0,10.5,1,0,1,0,0,0,1,1
673,1,31.0,13.0,1,0,1,0,0,0,1,1
674,0,28.0,0.0,1,0,1,0,0,0,1,1
675,0,18.0,7.775,1,0,0,1,0,0,1,1
676,0,24.5,8.05,1,0,0,1,0,0,1,1
677,1,18.0,9.8417,1,0,0,1,0,0,1,0
678,0,43.0,46.9,0,0,0,1,0,0,1,0
679,1,36.0,512.3292,0,1,0,0,1,0,0,1
680,0,28.0,8.1375,1,0,0,1,0,1,0,0
681,1,27.0,76.7292,1,1,0,0,1,0,0,1
682,0,20.0,9.225,1,0,0,1,0,0,1,1
683,0,14.0,46.9,0,0,0,1,0,0,1,1
684,0,60.0,39.0,0,0,1,0,0,0,1,1
685,0,25.0,41.5792,0,0,1,0,1,0,0,1
686,0,14.0,39.6875,0,0,0,1,0,0,1,1
687,0,19.0,10.1708,1,0,0,1,0,0,1,1
688,0,18.0,7.7958,1,0,0,1,0,0,1,1
689,1,15.0,211.3375,0,1,0,0,0,0,1,0
690,1,31.0,57.0,0,1,0,0,0,0,1,1
691,1,4.0,13.4167,0,0,0,1,1,0,0,0
692,1,28.0,56.4958,1,0,0,1,0,0,1,1
693,0,25.0,7.225,1,0,0,1,1,0,0,1
694,0,60.0,26.55,1,1,0,0,0,0,1,1
695,0,52.0,13.5,1,0,1,0,0,0,1,1
696,0,44.0,8.05,1,0,0,1,0,0,1,1
697,1,28.0,7.7333,1,0,0,1,0,1,0,0
698,0,49.0,110.8833,0,1,0,0,1,0,0,1
699,0,42.0,7.65,1,0,0,1,0,0,1,1
700,1,18.0,227.525,0,1,0,0,1,0,0,0
701,1,35.0,26.2875,1,1,0,0,0,0,1,1
702,0,18.0,14.4542,0,0,0,1,1,0,0,0
703,0,25.0,7.7417,1,0,0,1,0,1,0,1
704,0,26.0,7.8542,0,0,0,1,0,0,1,1
705,0,39.0,26.0,1,0,1,0,0,0,1,1
706,1,45.0,13.5,1,0,1,0,0,0,1,0
707,1,42.0,26.2875,1,1,0,0,0,0,1,1
708,1,22.0,151.55,1,1,0,0,0,0,1,0
709,1,28.0,15.2458,0,0,0,1,1,0,0,1
710,1,24.0,49.5042,1,1,0,0,1,0,0,0
711,0,28.0,26.55,1,1,0,0,0,0,1,1
712,1,48.0,52.0,0,1,0,0,0,0,1,1
713,0,29.0,9.4833,1,0,0,1,0,0,1,1
714,0,52.0,13.0,1,0,1,0,0,0,1,1
715,0,19.0,7.65,1,0,0,1,0,0,1,1
716,1,38.0,227.525,1,1,0,0,1,0,0,0
717,1,27.0,10.5,1,0,1,0,0,0,1,0
718,0,28.0,15.5,1,0,0,1,0,1,0,1
719,0,33.0,7.775,1,0,0,1,0,0,1,1
720,1,6.0,33.0,0,0,1,0,0,0,1,0
721,0,17.0,7.0542,0,0,0,1,0,0,1,1
722,0,34.0,13.0,1,0,1,0,0,0,1,1
723,0,50.0,13.0,1,0,1,0,0,0,1,1
724,1,27.0,53.1,0,1,0,0,0,0,1,1
725,0,20.0,8.6625,1,0,0,1,0,0,1,1
726,1,30.0,21.0,0,0,1,0,0,0,1,0
727,1,28.0,7.7375,1,0,0,1,0,1,0,0
728,0,25.0,26.0,0,0,1,0,0,0,1,1
729,0,25.0,7.925,0,0,0,1,0,0,1,0
730,1,29.0,211.3375,1,1,0,0,0,0,1,0
731,0,11.0,18.7875,1,0,0,1,1,0,0,1
732,0,28.0,0.0,1,0,1,0,0,0,1,1
733,0,23.0,13.0,1,0,1,0,0,0,1,1
734,0,23.0,13.0,1,0,1,0,0,0,1,1
735,0,28.5,16.1,1,0,0,1,0,0,1,1
736,0,48.0,34.375,0,0,0,1,0,0,1,0
737,1,35.0,512.3292,1,1,0,0,1,0,0,1
738,0,28.0,7.8958,1,0,0,1,0,0,1,1
739,0,28.0,7.8958,1,0,0,1,0,0,1,1
740,1,28.0,30.0,1,1,0,0,0,0,1,1
741,0,36.0,78.85,0,1,0,0,0,0,1,1
742,1,21.0,262.375,0,1,0,0,1,0,0,0
743,0,24.0,16.1,0,0,0,1,0,0,1,1
744,1,31.0,7.925,1,0,0,1,0,0,1,1
745,0,70.0,71.0,0,1,0,0,0,0,1,1
746,0,16.0,20.25,0,0,0,1,0,0,1,1
747,1,30.0,13.0,1,0,1,0,0,0,1,0
748,0,19.0,53.1,0,1,0,0,0,0,1,1
749,0,31.0,7.75,1,0,0,1,0,1,0,1
750,1,4.0,23.0,0,0,1,0,0,0,1,0
751,1,6.0,12.475,0,0,0,1,0,0,1,1
752,0,33.0,9.5,1,0,0,1,0,0,1,1
753,0,23.0,7.8958,1,0,0,1,0,0,1,1
754,1,48.0,65.0,0,0,1,0,0,0,1,0
755,1,0.67,14.5,0,0,1,0,0,0,1,1
756,0,28.0,7.7958,1,0,0,1,0,0,1,1
757,0,18.0,11.5,1,0,1,0,0,0,1,1
758,0,34.0,8.05,1,0,0,1,0,0,1,1
759,1,33.0,86.5,1,1,0,0,0,0,1,0
760,0,28.0,14.5,1,0,0,1,0,0,1,1
761,0,41.0,7.125,1,0,0,1,0,0,1,1
762,1,20.0,7.2292,1,0,0,1,1,0,0,1
763,1,36.0,120.0,0,1,0,0,0,0,1,0
764,0,16.0,7.775,1,0,0,1,0,0,1,1
765,1,51.0,77.9583,0,1,0,0,0,0,1,0
766,0,28.0,39.6,1,1,0,0,1,0,0,1
767,0,30.5,7.75,1,0,0,1,0,1,0,0
768,0,28.0,24.15,0,0,0,1,0,1,0,1
769,0,32.0,8.3625,1,0,0,1,0,0,1,1
770,0,24.0,9.5,1,0,0,1,0,0,1,1
771,0,48.0,7.8542,1,0,0,1,0,0,1,1
772,0,57.0,10.5,1,0,1,0,0,0,1,0
773,0,28.0,7.225,1,0,0,1,1,0,0,1
774,1,54.0,23.0,0,0,1,0,0,0,1,0
775,0,18.0,7.75,1,0,0,1,0,0,1,1
776,0,28.0,7.75,1,0,0,1,0,1,0,1
777,1,5.0,12.475,1,0,0,1,0,0,1,0
778,0,28.0,7.7375,1,0,0,1,0,1,0,1
779,1,43.0,211.3375,0,1,0,0,0,0,1,0
780,1,13.0,7.2292,1,0,0,1,1,0,0,0
781,1,17.0,57.0,0,1,0,0,0,0,1,0
782,0,29.0,30.0,1,1,0,0,0,0,1,1
783,0,28.0,23.45,0,0,0,1,0,0,1,1
784,0,25.0,7.05,1,0,0,1,0,0,1,1
785,0,25.0,7.25,1,0,0,1,0,0,1,1
786,1,18.0,7.4958,1,0,0,1,0,0,1,0
787,0,8.0,29.125,0,0,0,1,0,1,0,1
788,1,1.0,20.575,0,0,0,1,0,0,1,1
789,0,46.0,79.2,1,1,0,0,1,0,0,1
790,0,28.0,7.75,1,0,0,1,0,1,0,1
791,0,16.0,26.0,1,0,1,0,0,0,1,1
792,0,28.0,69.55,0,0,0,1,0,0,1,0
793,0,28.0,30.6958,1,1,0,0,1,0,0,1
794,0,25.0,7.8958,1,0,0,1,0,0,1,1
795,0,39.0,13.0,1,0,1,0,0,0,1,1
796,1,49.0,25.9292,1,1,0,0,0,0,1,0
797,1,31.0,8.6833,1,0,0,1,0,0,1,0
798,0,30.0,7.2292,1,0,0,1,1,0,0,1
799,0,30.0,24.15,0,0,0,1,0,0,1,0
800,0,34.0,13.0,1,0,1,0,0,0,1,1
801,1,31.0,26.25,0,0,1,0,0,0,1,0
802,1,11.0,120.0,0,1,0,0,0,0,1,1
803,1,0.42,8.5167,0,0,0,1,1,0,0,1
804,1,27.0,6.975,1,0,0,1,0,0,1,1
805,0,31.0,7.775,1,0,0,1,0,0,1,1
806,0,39.0,0.0,1,1,0,0,0,0,1,1
807,0,18.0,7.775,1,0,0,1,0,0,1,0
808,0,39.0,13.0,1,0,1,0,0,0,1,1
809,1,33.0,53.1,0,1,0,0,0,0,1,0
810,0,26.0,7.8875,1,0,0,1,0,0,1,1
811,0,39.0,24.15,1,0,0,1,0,0,1,1
812,0,35.0,10.5,1,0,1,0,0,0,1,1
813,0,6.0,31.275,0,0,0,1,0,0,1,0
814,0,30.5,8.05,1,0,0,1,0,0,1,1
815,0,28.0,0.0,1,1,0,0,0,0,1,1
816,0,23.0,7.925,1,0,0,1,0,0,1,0
817,0,31.0,37.0042,0,0,1,0,1,0,0,1
818,0,43.0,6.45,1,0,0,1,0,0,1,1
819,0,10.0,27.9,0,0,0,1,0,0,1,1
820,1,52.0,93.5,0,1,0,0,0,0,1,0
821,1,27.0,8.6625,1,0,0,1,0,0,1,1
822,0,38.0,0.0,1,1,0,0,0,0,1,1
823,1,27.0,12.475,0,0,0,1,0,0,1,0
824,0,2.0,39.6875,0,0,0,1,0,0,1,1
825,0,28.0,6.95,1,0,0,1,0,1,0,1
826,0,28.0,56.4958,1,0,0,1,0,0,1,1
827,1,1.0,37.0042,0,0,1,0,1,0,0,1
828,1,28.0,7.75,1,0,0,1,0,1,0,1
829,1,62.0,80.0,1,1,0,0,0,0,1,0
830,1,15.0,14.4542,0,0,0,1,1,0,0,0
831,1,0.83,18.75,0,0,1,0,0,0,1,1
832,0,28.0,7.2292,1,0,0,1,1,0,0,1
833,0,23.0,7.8542,1,0,0,1,0,0,1,1
834,0,18.0,8.3,1,0,0,1,0,0,1,1
835,1,39.0,83.1583,0,1,0,0,1,0,0,0
836,0,21.0,8.6625,1,0,0,1,0,0,1,1
837,0,28.0,8.05,1,0,0,1,0,0,1,1
838,1,32.0,56.4958,1,0,0,1,0,0,1,1
839,1,28.0,29.7,1,1,0,0,1,0,0,1
840,0,20.0,7.925,1,0,0,1,0,0,1,1
841,0,16.0,10.5,1,0,1,0,0,0,1,1
842,1,30.0,31.0,1,1,0,0,1,0,0,0
843,0,34.5,6.4375,1,0,0,1,1,0,0,1
844,0,17.0,8.6625,1,0,0,1,0,0,1,1
845,0,42.0,7.55,1,0,0,1,0,0,1,1
846,0,28.0,69.55,0,0,0,1,0,0,1,1
847,0,35.0,7.8958,1,0,0,1,1,0,0,1
848,0,28.0,33.0,0,0,1,0,0,0,1,1
849,1,28.0,89.1042,0,1,0,0,1,0,0,0
850,0,4.0,31.275,0,0,0,1,0,0,1,1
851,0,74.0,7.775,1,0,0,1,0,0,1,1
852,0,9.0,15.2458,0,0,0,1,1,0,0,0
853,1,16.0,39.4,0,1,0,0,0,0,1,0
854,0,44.0,26.0,0,0,1,0,0,0,1,0
855,1,18.0,9.35,0,0,0,1,0,0,1,0
856,1,45.0,164.8667,0,1,0,0,0,0,1,0
857,1,51.0,26.55,1,1,0,0,0,0,1,1
858,1,24.0,19.2583,0,0,0,1,1,0,0,0
859,0,28.0,7.2292,1,0,0,1,1,0,0,1
860,0,41.0,14.1083,0,0,0,1,0,0,1,1
861,0,21.0,11.5,0,0,1,0,0,0,1,1
862,1,48.0,25.9292,1,1,0,0,0,0,1,0
863,0,28.0,69.55,0,0,0,1,0,0,1,0
864,0,24.0,13.0,1,0,1,0,0,0,1,1
865,1,42.0,13.0,1,0,1,0,0,0,1,0
866,1,27.0,13.8583,0,0,1,0,1,0,0,0
867,0,31.0,50.4958,1,1,0,0,0,0,1,1
868,0,28.0,9.5,1,0,0,1,0,0,1,1
869,1,4.0,11.1333,0,0,0,1,0,0,1,1
870,0,26.0,7.8958,1,0,0,1,0,0,1,1
871,1,47.0,52.5542,0,1,0,0,0,0,1,0
872,0,33.0,5.0,1,1,0,0,0,0,1,1
873,0,47.0,9.0,1,0,0,1,0,0,1,1
874,1,28.0,24.0,0,0,1,0,1,0,0,0
875,1,15.0,7.225,1,0,0,1,1,0,0,0
876,0,20.0,9.8458,1,0,0,1,0,0,1,1
877,0,19.0,7.8958,1,0,0,1,0,0,1,1
878,0,28.0,7.8958,1,0,0,1,0,0,1,1
879,1,56.0,83.1583,0,1,0,0,1,0,0,0
880,1,25.0,26.0,0,0,1,0,0,0,1,0
881,0,33.0,7.8958,1,0,0,1,0,0,1,1
882,0,22.0,10.5167,1,0,0,1,0,0,1,0
883,0,28.0,10.5,1,0,1,0,0,0,1,1
884,0,25.0,7.05,1,0,0,1,0,0,1,1
885,0,39.0,29.125,0,0,0,1,0,1,0,0
886,0,27.0,13.0,1,0,1,0,0,0,1,1
887,1,19.0,30.0,1,1,0,0,0,0,1,0
888,0,28.0,23.45,0,0,0,1,0,0,1,0
889,1,26.0,30.0,1,1,0,0,1,0,0,1
890,0,32.0,7.75,1,0,0,1,0,1,0,1
